TestcaseName,ItrationCount,JiraTCID,Status,DeviceName,Method Description,JiraTestCaseId,Owner,TestCaseType
bajaj.web.scripts.Bajaj_Capital_Blank_Credentials.Bajaj_Capital_Blank_Credentials,1,,PASS,windows-chrome,Bajaj,null,null,null
