TestcaseName,ItrationCount,JiraTCID,Status,DeviceName,Method Description,JiraTestCaseId,Owner,TestCaseType
bajaj.web.scripts.Bajaj_Capital_InValid_Phone_Credentials.Bajaj_Capital_InValid_Phone_Credentials,1,,PASS,windows-chrome,Bajaj,null,null,null
