TestcaseName,ItrationCount,JiraTCID,Status,DeviceName,Method Description,JiraTestCaseId,Owner,TestCaseType
bajaj.web.scripts.Bajaj_Capital_Valid_Credentials.Bajaj_Web_Bajaj_Capital_Valid_Credentials,1,,PASS,windows-chrome,Bajaj,null,null,null
